name,year,moto_type,place,price,volume,distance,fuel,engine_type
Yamaha WR 450F,2017,Эндуро,Онега,570000,450,600,бензин,4-тактный
Motoland Bandit 300,2024,Классический мотоцикл,Томск,150000,300,2500,бензин,4-тактный
Honda VTX 1800,2005,Круизер,Керчь,450000,1800,38000,бензин,4-тактный
Racer CRF125 Pitbike,2024,Питбайк,Тюмень,80000,125,70,бензин,4-тактный
Kawasaki Z1000 АВS,2018,Стритфайтер,Владивосток,950000,1000,20000,бензин,4-тактный
Honda CBR 600RR,2003,Спортивный мотоцикл,Япония → Тюмень,535000,600,20000,бензин,4-тактный
Honda XR 250,1996,Эндуро,Красноярск,350000,250,19000,бензин,4-тактный
ABM Alpha 110,2024,Классический мотоцикл,Ивановская,80000,160,150,бензин,4-тактный
Урал М-62,1962,Классический мотоцикл,Атамановка,30000,649,66666,бензин,4-тактный
Honda CRF 250L,2013,Турэндуро,Владивосток,309999,249,22222,бензин,4-тактный
Иж Планета 3,1977,Классический мотоцикл,Ярославль,19000,350,666666,бензин,2-тактный
Yamaha MT-07,2014,Стритфайтер,Чита,750000,699,13000,бензин,4-тактный
Motoland Wolf 300,2024,Чоппер,Пермь,180000,300,2500,бензин,4-тактный
BSE EX 125,2025,Питбайк,Ижевск,60000,125,500,бензин,4-тактный
Apollo RFZ Start 125LE,2023,Питбайк,Барнаул,75000,125,2500,бензин,4-тактный
Suzuki Intruder VS 800,1994,Кастомный мотоцикл,Екатеринбург,400000,800,29000,бензин,4-тактный
Yamaha XJ 6 Diversion F,2011,Спортивно-туристический мотоцикл,Санкт-Петербург,500000,600,76000,бензин,4-тактный
OXO Lite 300,2024,Кроссовый мотоцикл,Гусино,100000,300,4000,бензин,4-тактный
Baltmotors Street 200 DD,2014,Классический мотоцикл,Вологда,85000,200,18000,бензин,4-тактный
Yamaha TW 225,2004,Спортивно-туристический мотоцикл,Находка,225000,225,9086,бензин,4-тактный
Suzuki GSX-R 750,2020,Спортивный мотоцикл,Краснодар,1263000,750,21400,бензин,4-тактный
Kawasaki ZR900F,2022,Спортивный мотоцикл,Славянск-На-Кубани,1246000,948,1776,бензин,4-тактный
Honda Fury,2022,Кастомный мотоцикл,Краснодар,1406000,1300,7200,бензин,4-тактный
Ява 300CL 01,1995,Классический мотоцикл,Красноярск,500000,350,480,бензин,2-тактный
KTM 890 Adventure,2023,Турэндуро,Тюмень,1290000,889,11000,бензин,4-тактный
SYCMCC 250cc,2025,Эндуро,Воронеж,95000,250,1980,бензин,4-тактный
Honda VFR 800,2004,Спортивно-туристический мотоцикл,Комсомольск-на-Амуре,380000,800,41000,бензин,4-тактный
KTM 250 Duke,2017,Стритфайтер,Чита,360000,250,8000,бензин,4-тактный
Avantis A5,2023,Эндуро,Богашево,150000,300,2000,бензин,4-тактный
Suzuki Boulevard M109R,2009,Чоппер,Аксай,950000,1800,36970,бензин,4-тактный
Benda Rock 300,2025,Круизер,Красноярск,409000,300,300,бензин,2-тактный
Honda NC 700X,2012,Туристический мотоцикл,Иркутск,600000,700,29000,бензин,4-тактный
Honda NM4,2015,Туристический мотоцикл,Владивосток,660000,745,23000,бензин,4-тактный
Suzuki BANDIT 1250F АВS,2012,Спортивно-туристический мотоцикл,Сосновоборск,670000,1250,46000,бензин,4-тактный
Kayo Evolution K125EM,2024,Питбайк,Узуново,80000,125,214,бензин,4-тактный
Honda VT1100C,1999,Чоппер,Омск,430000,1099,42389,бензин,4-тактный
Yamaha MT-09A,2023,Стритфайтер,Владивосток,1200000,890,2,бензин,4-тактный
Yamaha TDM 900,2010,Турэндуро,Иркутск,560000,900,33149,бензин,4-тактный
BMW F 700 GS,2015,Турэндуро,Иркутск,615000,798,20292,бензин,4-тактный
Suzuki V-Strom 650XT,2017,Турэндуро,Иркутск,650000,650,34425,бензин,4-тактный
Kawasaki Z 1000,2009,Стритфайтер,Иркутск,550000,953,23911,бензин,4-тактный
Kawasaki Ninja 400R,2013,Спортивно-туристический мотоцикл,Иркутск,390000,400,17275,бензин,4-тактный
KTM 390 Duke,2020,Стритфайтер,Иркутск,485000,390,2414,бензин,4-тактный
Honda NC 750XD,2016,Турэндуро,Иркутск,620000,750,48061,бензин,4-тактный
Suzuki GSF 1250SA Bandit,2007,Спортивно-туристический мотоцикл,Иркутск,495000,1250,36926,бензин,4-тактный
Kawasaki Ninja 400R,2017,Спортивно-туристический мотоцикл,Иркутск,415000,400,19116,бензин,4-тактный
BMW F 650 GS,2001,Турэндуро,Иркутск,395000,650,18036,бензин,4-тактный
Yamaha V-Max 1200,2007,Круизер,Иркутск,495000,1200,51916,бензин,4-тактный
Honda VFR 800,2002,Спортивно-туристический мотоцикл,Иркутск,510000,782,23165,бензин,4-тактный
Kawasaki Ninja 250R,2012,Спортивный мотоцикл,Иркутск,285000,250,14626,бензин,4-тактный
Kawasaki Ninja 400R,2013,Спортивно-туристический мотоцикл,Иркутск,385000,400,27917,бензин,4-тактный
Honda GL 1800 F6B Bagger,2013,Туристический мотоцикл,Иркутск,1250000,1800,39849,бензин,4-тактный
Kawasaki Z 900,2020,Стритфайтер,Иркутск,840000,948,4469,бензин,4-тактный
Honda CMX 1100,2025,Круизер,Иркутск,1380000,1100,1080,бензин,4-тактный
Triumph Tiger Sport 660,2022,Спортивный мотоцикл,Иркутск,920000,660,4305,бензин,4-тактный
Honda VFR 1200 X Crosstourer,2012,Спортивно-туристический мотоцикл,Иркутск,970000,1200,39855,бензин,4-тактный
Harley-Davidson Fat Boy,2013,Круизер,Иркутск,1040000,1580,22348,бензин,4-тактный
Honda CMX 1100,2021,Круизер,Иркутск,895000,1100,3082,бензин,4-тактный
Harley-Davidson Electra Glide,2014,Круизер,Иркутск,1270000,1690,30563,бензин,4-тактный
Harley-Davidson Electra Glide,2019,Круизер,Иркутск,1895000,1870,7779,бензин,4-тактный
Suzuki GSX-R 750,2017,Спортивный мотоцикл,Иркутск,925000,750,28451,бензин,4-тактный
Kawasaki KLX 250,2007,Эндуро,Владивосток,350000,249,30000,бензин,4-тактный
Suzuki SV 650S,1998,Спортивно-туристический мотоцикл,Барнаул,315000,650,37000,бензин,4-тактный
Иж 5 ПЛАНЕТА,1987,Классический мотоцикл,Шарыпово,19000,350,999,бензин,2-тактный
ТМЗ Муравей 2М-02,1991,Трайк (трицикл),Кавалерово,50000,200,20,бензин,2-тактный
Yamaha YZF-R25,2018,Спортивный мотоцикл,Владивосток,385000,250,7400,бензин,4-тактный
Patron Sport,2011,Классический мотоцикл,Тим,120000,200,10642,бензин,4-тактный
Honda VFR 800F,1998,Спортивно-туристический мотоцикл,Томск,450000,800,44800,бензин,4-тактный
Honda CB650RA,2022,Стритфайтер,Чита,899999,650,6800,бензин,4-тактный
Yamaha DRАGSТАR400,2008,Чоппер,Владивосток,575000,400,50000,бензин,4-тактный
Yamaha XVS1300 СА,2012,Круизер,Япония → Новосибирск,600000,1300,34396,бензин,4-тактный
Suzuki BANDIT 1250F АВS,2011,Спортивно-туристический мотоцикл,Япония → Омск,500000,1250,33904,бензин,4-тактный
Aprilia Tuono 1000,2010,Спортивный мотоцикл,Япония → Владивосток,325000,1000,30859,бензин,4-тактный
Triumph SРЕЕD ТWIN,2022,Классический мотоцикл,Япония → Владивосток,610729,900,14297,бензин,4-тактный
Beta RR 4T 480 EFI,2021,Спортивный мотоцикл,Япония → Владивосток,559000,480,658,бензин,4-тактный
Husqvarna Vitpilen 401,2022,Стритфайтер,Япония → Владивосток,335000,373,6262,бензин,4-тактный
Honda 400X,2019,Спортивно-туристический мотоцикл,Япония → Иркутск,496750,250,19573,бензин,4-тактный
Honda CBR 400RR,2025,Спортивный мотоцикл,Япония → Новосибирск,475000,400,769,бензин,4-тактный
Yamaha YZF-R3,2020,Спортивный мотоцикл,Япония → Новосибирск,410000,321,28353,бензин,4-тактный
Ducati Streetfighter 848,2014,Стритфайтер,Япония → Новосибирск,440000,848,34000,бензин,4-тактный
Suzuki SV 650,2022,Стритфайтер,Япония → Новосибирск,475000,650,21517,бензин,4-тактный
Kawasaki Ninja 400,2020,Спортивный мотоцикл,Япония → Новосибирск,485000,400,22340,бензин,4-тактный
Yamaha DRАGSТАR400,2000,Круизер,Япония → Новосибирск,420000,400,11850,бензин,4-тактный
Harley-Davidson X500,2024,Классический мотоцикл,Япония → Новосибирск,440000,499,2500,бензин,4-тактный
Kawasaki Z 800,2014,Стритфайтер,Япония → Новосибирск,570000,800,18000,бензин,4-тактный
Honda CB 650F,2014,Стритфайтер,Япония → Новосибирск,489000,650,30000,бензин,4-тактный
Kawasaki Z 400,2023,Стритфайтер,Япония → Новосибирск,469000,399,1500,бензин,4-тактный
Harley-Davidson XL 883,2009,Чоппер,Япония → Владивосток,480000,883,42696,бензин,4-тактный
Ducati XDiavel S,2019,Круизер,Япония → Тюмень,1220000,1260,6744,бензин,4-тактный
Kawasaki Z 800,2014,Стритфайтер,Япония → Тюмень,575000,800,34279,бензин,4-тактный
Honda CTX 1300,2014,Туристический мотоцикл,Япония → Тюмень,800000,1300,38654,бензин,4-тактный
Honda CBR 600RR,2013,Спортивный мотоцикл,Япония → Иркутск,650000,600,9000,бензин,4-тактный
Yamaha YZ 450F,2021,Кроссовый мотоцикл,Япония → Иркутск,796000,450,10,бензин,4-тактный
BMW F 900 XR,2020,Спортивно-туристический мотоцикл,Япония → Владивосток,587114,900,16451,бензин,4-тактный
Yamaha DRAGSTAR 1100 CLASSIC,2003,Круизер,Япония → Владивосток,342208,1100,53130,бензин,4-тактный
Kawasaki Ninja 400R,2014,Спортивный мотоцикл,Япония → Владивосток,280000,400,36765,бензин,4-тактный
Kawasaki Ninja 650,2022,Спортивно-туристический мотоцикл,Япония → Иркутск,673000,650,14924,бензин,4-тактный
Yamaha DRAG STAR 1100 XVS 1100A,2002,Круизер,Япония → Омск,600000,1100,25000,бензин,4-тактный
BMW R 1200 RS,2018,Спортивно-туристический мотоцикл,Япония → Тюмень,740000,1200,79932,бензин,4-тактный
Kawasaki Ninja 400,2015,Спортивный мотоцикл,Япония → Иркутск,370000,400,24000,бензин,4-тактный
Yamaha XSR900,2022,Стритфайтер,Япония → Новосибирск,670000,850,10000,бензин,4-тактный
BMW R 1100 S,2002,Спортивно-туристический мотоцикл,Япония → Омск,420000,1100,64277,бензин,4-тактный
Yamaha DRAG STAR XVS400 CLАSSIС,2002,Круизер,Япония → Омск,350000,400,34233,бензин,4-тактный
Yamaha YZF-R1,2002,Спортивный мотоцикл,Япония → Омск,420000,1000,47634,бензин,4-тактный
Ducati 848 Evo,2012,Спортивный мотоцикл,Япония → Омск,500000,848,29000,бензин,4-тактный
BMW K 1300 S,2011,Спортивно-туристический мотоцикл,Япония → Омск,430000,1300,60212,бензин,4-тактный
Buell XB12R Firebolt,2006,Спортивный мотоцикл,Япония → Тюмень,390000,1200,27251,бензин,4-тактный
Yamaha DRАGSТАR400,2014,Чоппер,Япония → Владивосток,392828,400,51370,бензин,4-тактный
Honda CB1000 Hornet SP,2025,Стритфайтер,Япония → Владивосток,1238000,1000,1627,бензин,4-тактный
Yamaha BOLT 950,2016,Круизер,Япония → Владивосток,600000,950,23093,бензин,4-тактный
MV Agusta F3 675,2013,Спортивный мотоцикл,Япония → Омск,510000,675,6933,бензин,4-тактный
BMW G 310 GS,2022,Турэндуро,Япония → Владивосток,391467,313,15395,бензин,4-тактный
Ducati Monster 400 i.e.,2007,Классический мотоцикл,Япония → Омск,316000,400,34292,бензин,4-тактный
Yamaha TT 250R,1994,Эндуро,Новосибирск,250000,250,15000,бензин,4-тактный
Honda AX-1,1998,Эндуро,Камень-Рыболов,200000,250,111,бензин,4-тактный
Hengjian MT250,2021,Эндуро,Владивосток,185000,250,1000,бензин,2-тактный
Yamaha V-Max 1200,2003,Круизер,Иркутск,600000,1200,13000,бензин,4-тактный
Honda X11,1999,Стритфайтер,Юрга,618000,1100,17000,бензин,4-тактный
KTM 390 Duke,2017,Стритфайтер,Тюмень,410000,399,10045,бензин,4-тактный
Kawasaki Versys 650,2012,Турэндуро,Красноярск,451000,650,40600,бензин,4-тактный
BSE 140,2025,Питбайк,Екатеринбург,75000,140,10,бензин,4-тактный
JHL Z140E Pro,2024,Питбайк,Пермь,100000,150,68,бензин,4-тактный
Honda Steed 600VLX,1996,Чоппер,Иркутск,320000,600,16000,бензин,4-тактный
Regulmoto Grizzly,2025,Эндуро,Дальнереченск,125000,300,500,бензин,4-тактный
BMW F 700 GS,2013,Турэндуро,Курск,575000,800,52700,бензин,4-тактный
Kawasaki Versys 650,2015,Туристический мотоцикл,Новосибирск,713000,650,13626,бензин,4-тактный
Yamaha FZ 1,2008,Спортивно-туристический мотоцикл,Новосибирск,620000,1000,37000,бензин,4-тактный
Suzuki SV 650,2022,Стритфайтер,Владивосток,560000,650,7600,бензин,4-тактный
Kawasaki KLX 250,2003,Эндуро,Большой Камень,260000,250,31500,бензин,4-тактный
Yamaha YZF-R7,2023,Спортивный мотоцикл,Владивосток,790000,700,14000,бензин,4-тактный
Honda AFRICA TWIN XRV750,1997,Турэндуро,Новоселово,650000,750,38000,бензин,4-тактный
Roliz Sport-002,2024,Турэндуро,Ангарск,175000,300,4150,бензин,4-тактный
Kawasaki Ninja 250,2009,Спортивный мотоцикл,Новосибирск,388000,249,20000,бензин,4-тактный
Yamaha Т МАX500 3,2007,Классический мотоцикл,Владивосток,300000,500,22000,бензин,4-тактный
Kews K16 NB300,2026,Эндуро,Москва,215000,300,1,бензин,4-тактный
Progasi Smart 150,2024,Питбайк,Уфа,100000,150,800,бензин,4-тактный
X-Motos XB-87,2025,Питбайк,Хабаровск,75000,125,11,бензин,4-тактный
Racer RC110N,2024,Классический мотоцикл,Хомутово,70000,125,1800,бензин,4-тактный
Yamaha FZ 8NA,2013,Стритфайтер,Япония → Иркутск,485000,800,71710,бензин,4-тактный
Ataki TRACKER 250,2024,Эндуро,Русский,115000,250,2000,бензин,4-тактный
Kawasaki ZX-6R,2023,Спортивный мотоцикл,Смоленск,1110000,636,7000,бензин,4-тактный
Hasky 250 Enduro,2023,Кроссовый мотоцикл,Артём,90000,250,700,бензин,4-тактный
Motoland ENDURO EX 250,2021,Эндуро,Ноябрьск,150000,250,910,бензин,4-тактный
Suzuki BANDIT 1250SA,2007,Туристический мотоцикл,Япония → Иркутск,455000,1250,32489,бензин,4-тактный
Racer Fighter RC300CK-N,2022,Стритфайтер,Хабары,155000,300,4000,бензин,4-тактный
Yamaha XT 250 Serow,2005,Эндуро,Белогорск,280000,249,60200,бензин,4-тактный
KTM 390 Duke,2019,Стритфайтер,Япония → Иркутск,355000,390,35360,бензин,4-тактный
Yamaha MT-09 Tracer,2016,Спортивно-туристический мотоцикл,Япония → Иркутск,695000,850,43484,бензин,4-тактный
Honda CBR 500R,2022,Спортивно-туристический мотоцикл,Владивосток,1200000,471,593,бензин,4-тактный
Racer Panther RC250GY-C2,2022,Эндуро,Новокручининский,120000,250,2500,бензин,4-тактный
Yamasaki Scorpion,2023,Спортивный мотоцикл,Кингисепп,200000,50,5000,бензин,2-тактный
Yamaha FZR 400,1984,Спортивный мотоцикл,Шелехов,250000,400,18000,бензин,4-тактный
Apollo Thunder,2025,Питбайк,Анучино,93000,110,30,бензин,4-тактный
BMW R 1100 RT,1996,Туристический мотоцикл,Колпашево,520000,1100,10,бензин,4-тактный
Progasi Smart 150,2023,Питбайк,Хабаровск,90000,140,1500,бензин,4-тактный
Honda VFR 800,2003,Спортивно-туристический мотоцикл,Камень-Рыболов,420000,800,41020,бензин,4-тактный
Honda NC 750S,2019,Спортивно-туристический мотоцикл,Новосибирск,700000,745,14843,бензин,4-тактный
Yamaha FJR 1300,2001,Спортивно-туристический мотоцикл,Уссурийск,490000,1300,43000,бензин,4-тактный
Avantis A5 Lux Motard,2022,Мотард,Краснодар,162000,250,3600,бензин,4-тактный
Honda NC 700 Integra,2012,Туристический мотоцикл,Краснодар,524000,700,24000,бензин,4-тактный
Promax DAIKON CB330,2024,Эндуро,Ростов-на-Дону,135000,300,2500,бензин,4-тактный
Suzuki DR 250,1993,Эндуро,Находка,170000,250,3000,бензин,4-тактный
Suzuki Djebel 250,1996,Эндуро,Северобайкальск,275000,250,37300,бензин,4-тактный
Yamaha MT-07,2014,Стритфайтер,Старолеушковская,605000,700,30000,бензин,4-тактный
Honda CBR 600RR,2007,Спортивный мотоцикл,Владивосток,650000,600,39000,бензин,4-тактный
Regulmoto TE 300 Pro,2025,Турэндуро,Новосибирск,230000,300,2302,бензин,4-тактный
BMW R 1200 GS,2014,Турэндуро,Софрино,980000,1200,72000,бензин,4-тактный
Regulmoto Athlete PR300 New,2026,Эндуро,Новосибирск,219000,300,1,бензин,4-тактный
Nexus G 200 GS,2010,Спортивно-туристический мотоцикл,Томск,80000,200,26000,бензин,2-тактный
Regulmoto TE 4 valve oil,2025,Эндуро,Новосибирск,223000,300,1,бензин,4-тактный
Regulmoto Norden,2025,Эндуро,Новосибирск,258000,300,1,бензин,4-тактный
Regulmoto Holeshot 300 Pro,2025,Эндуро,Новосибирск,309000,300,1,бензин,4-тактный
Regulmoto TE 300 Pro,2025,Эндуро,Новосибирск,247000,300,1,бензин,4-тактный
Motoland XT 300 HS,2025,Эндуро,Новосибирск,151500,300,1,бензин,4-тактный
Regulmoto SPORT 003 PRO,2025,Эндуро,Новосибирск,244000,300,1,бензин,4-тактный
Regulmoto Duke 300,2025,Туристический мотоцикл,Новосибирск,239000,282,1,бензин,4-тактный
Regulmoto XADV,2025,Турэндуро,Новосибирск,245000,300,1,бензин,4-тактный
Motoland XR 300 LITE,2025,Эндуро,Новосибирск,145000,300,1,бензин,4-тактный
MV Agusta Stradale 800,2015,Спортивно-туристический мотоцикл,Краснодар,750000,800,9000,бензин,4-тактный
Racer Pitbike SXR125,2023,Питбайк,Кемерово,55000,125,1000,бензин,4-тактный
Regulmoto Spitfire Pro,2024,Питбайк,Кемерово,105000,150,1000,бензин,4-тактный
Harley-Davidson Dyna Super Glide,2005,Чоппер,Владивосток,580000,1450,40000,бензин,4-тактный
Harley-Davidson Heritage Softail Classic,2016,Круизер,Владивосток,780000,1700,40000,бензин,4-тактный
Indian Scout,2016,Чоппер,Владивосток,770000,1150,14000,бензин,4-тактный
Kawasaki ER-6n,2006,Стритфайтер,Благовещенск,390000,650,46000,бензин,4-тактный
Harley-Davidson Low Rider S,2022,Круизер,Москва,1650000,1950,6197,бензин,4-тактный
Ducati Diavel Carbon,2014,Круизер,Хабаровск,1000000,1200,43000,бензин,4-тактный
Motoland TD250,2014,Спортивный мотоцикл,Новороссийск,30000,250,5593,бензин,4-тактный
Suzuki Bandit GSF 650 S,2006,Спортивно-туристический мотоцикл,Екатеринбург,380000,650,34000,бензин,4-тактный
Honda 400X,2016,Турэндуро,Краснодар,430000,400,23400,бензин,4-тактный
Harley-Davidson Electra Glide,2012,Круизер,Владивосток,760000,1700,40000,бензин,4-тактный
Yamaha XVS 950 Bolt,2014,Чоппер,Владивосток,540000,950,20000,бензин,4-тактный
Suzuki GSX-R 600,2003,Спортивный мотоцикл,Красноярск,500000,600,42000,бензин,4-тактный
Honda CB 650R,2020,Классический мотоцикл,Новосибирск,890000,649,7486,бензин,4-тактный
Suzuki Boulevard C109RT,2008,Круизер,Хабаровск,890000,1800,35000,бензин,4-тактный
Honda Magna,2001,Круизер,Владивосток,158000,125,150,бензин,4-тактный
Минск D4 50,2025,Классический мотоцикл,Орск,75000,50,226,бензин,4-тактный
Yamaha XV 1600 Road Star,2000,Круизер,Находка,510000,1600,39700,бензин,4-тактный
Regulmoto ATHLETE PRO 4 valves 6 Gear,2024,Эндуро,Краснотуранск,150000,300,3820,бензин,4-тактный
Kawasaki Ninja ZX-9R,1998,Спортивный мотоцикл,Иркутск,460000,900,22106,бензин,4-тактный
BMW F 800 R,2014,Стритфайтер,Иркутск,725000,800,19847,бензин,4-тактный
Yamaha MT-09 Tracer,2015,Спортивно-туристический мотоцикл,Новосибирск,750000,850,46000,бензин,4-тактный
Honda VT 1300CS,2010,Круизер,Находка,600000,1300,30000,бензин,4-тактный
Racer RC200CS Skyway,2021,Спортивный мотоцикл,Ростов-на-Дону,60000,250,28855,бензин,4-тактный
Suzuki DR250R-S,1995,Эндуро,Уссурийск,220000,249,17000,бензин,4-тактный
Harley-Davidson FAT BOB 114,2021,Круизер,Иркутск,2190000,1868,11512,бензин,4-тактный
Harley-Davidson Road Glide Special FLTRXS,2021,Круизер,Иркутск,2900000,1868,15050,бензин,4-тактный
Yamaha WR 450F,2003,Кроссовый мотоцикл,Чита,250000,450,100,бензин,4-тактный
Yamaha XG250 Tricker,2009,Кроссовый мотоцикл,Благовещенск,280000,250,15000,бензин,4-тактный
Yamaha MT-09A,2014,Стритфайтер,Владивосток,610000,850,24000,бензин,4-тактный
Suzuki GSX S1000F,2016,Спортивно-туристический мотоцикл,Владивосток,680000,1000,45000,бензин,4-тактный
Honda CBR 600F4i,2001,Спортивный мотоцикл,Омск,495000,600,41000,бензин,4-тактный
Yamaha Dragstar / V-Star / XVS,2005,Классический мотоцикл,Владивосток,445000,1100,15000,бензин,4-тактный
Suzuki V-Strom 650,2013,Спортивно-туристический мотоцикл,Минск,571000,650,6568,бензин,4-тактный
Kawasaki Z900 2,2018,Стритфайтер,Минск,719000,948,31944,бензин,4-тактный
Kawasaki Ninja 1000SX,2021,Спортивно-туристический мотоцикл,Минск,895000,1000,18589,бензин,4-тактный
Honda CB 1100,2014,Классический мотоцикл,Минск,629000,1100,12780,бензин,4-тактный
STELS LD450,2013,Эндуро,Чита,240000,450,1000,бензин,4-тактный
BSE Z7,2021,Эндуро,Абакан,195000,300,32,бензин,4-тактный
Ataki Prime 125,2021,Питбайк,Тайшет,78000,125,4000,бензин,4-тактный
Yamaha R1,2011,Спортивный мотоцикл,Япония → Владивосток,445000,1000,20800,бензин,4-тактный
Kawasaki Ninja ZX-14RA,2014,Спортивный мотоцикл,Владивосток,1250000,1441,22630,бензин,4-тактный
Yamaha YZF-R1,2003,Спортивный мотоцикл,Заринск,500000,1,30000,бензин,4-тактный
Harley-Davidson FLHTC1340,1996,Чоппер,Белово,950000,1338,15000,бензин,4-тактный
Suzuki DR-Z 400S,2005,Эндуро,Барнаул,385000,400,16095,бензин,4-тактный
Honda CBR 400R,2013,Спортивный мотоцикл,Арсеньев,400000,399,19614,бензин,4-тактный
Kawasaki EX-4,2018,Спортивный мотоцикл,Иркутск,599000,400,39000,бензин,4-тактный
Avantis Dakar 250 TwinCam,2020,Турэндуро,Мегет,180000,250,3030,бензин,4-тактный
BMW F800GSA,2009,Стритфайтер,Иркутск,695000,800,38000,бензин,4-тактный
Regulmoto Monster,2024,Классический мотоцикл,Артём,120000,200,850,бензин,4-тактный
Roliz 150-8A-I Asterix,2020,Эндуро,Чита,75000,150,1025,бензин,4-тактный
Honda NC 750X,2018,Туристический мотоцикл,Чита,815000,750,8500,бензин,4-тактный
Sharmax PowerMax 145,2025,Питбайк,Хомутово,90000,125,500,бензин,4-тактный
Suzuki GSR 750,2013,Стритфайтер,Благовещенск,740000,750,25000,бензин,4-тактный
BMW F 650 GS,2009,Турэндуро,Усолье-Сибирское,570000,800,24000,бензин,4-тактный
Ducati Monster 797,2018,Спортивно-туристический мотоцикл,Владивосток,642000,803,3030,бензин,4-тактный
Kawasaki Ninja 650,2022,Спортивно-туристический мотоцикл,Владивосток,760000,650,10691,бензин,4-тактный
KTM 890 Duke R,2021,Стритфайтер,Владивосток,750000,890,5541,бензин,4-тактный
Yamaha XVS 950 Bolt,2015,Чоппер,Благовещенск,530000,950,63000,бензин,4-тактный
Regulmoto Athlete 250 21-18,2022,Эндуро,Лесозаводск,80000,250,1,бензин,4-тактный
Kawasaki Ninja 1000,2018,Спортивно-туристический мотоцикл,Владивосток,799000,1043,31944,бензин,4-тактный
Honda CB 1100RS,2019,Классический мотоцикл,Владивосток,1325000,1140,3244,бензин,4-тактный
Zontes ZT350-X,2023,Спортивно-туристический мотоцикл,Ангарск,469000,348,170,бензин,4-тактный
BMW R 1100 RT,1997,Туристический мотоцикл,Змеиногорск,420000,1100,80000,бензин,4-тактный
Honda GL 1800,2002,Туристический мотоцикл,Новосибирск,890000,1800,59600,бензин,4-тактный
Yamaha WR 250F,2003,Эндуро,Находка,330000,250,5000,бензин,4-тактный
Kawasaki Z 400,2019,Спортивный мотоцикл,Красноярск,459000,400,2981,бензин,4-тактный
Yamaha XSR900,2017,Стритфайтер,Владивосток,695000,845,39109,бензин,4-тактный
Yamaha FZ 1,2009,Спортивно-туристический мотоцикл,Чита,670000,998,12000,бензин,4-тактный
Regulmoto Spitfire Pro,2024,Питбайк,Владивосток,90000,140,65,бензин,4-тактный
Harley-Davidson SOFTAIL DEUCE FXSTD1580,2007,Чоппер,Владивосток,1500000,1580,67000,бензин,4-тактный
Kawasaki Ninja 1000,2011,Спортивно-туристический мотоцикл,Хабаровск,750000,1043,18767,бензин,4-тактный
Triumph ROCKET 3 STORM GT,2023,Туристический мотоцикл,Находка,3279000,2500,623,бензин,4-тактный
Suzuki SV 650 X,2021,Спортивно-туристический мотоцикл,Хабаровск,650000,645,7130,бензин,4-тактный
Ducati Diavel,2012,Стритфайтер,Хабаровск,940000,1200,57716,бензин,4-тактный
KTM 1290 Super Adventure S,2017,Турэндуро,Петропавловск-Камчатский,1150000,1301,69515,бензин,4-тактный
Suzuki GSX-R 1000R,2005,Спортивный мотоцикл,Хабаровск,685000,1000,31052,бензин,4-тактный
GR GR8 F300L Enduro Pro,2023,Эндуро,Владивосток,230000,300,2000,бензин,4-тактный
Suzuki GSX S1000F,2018,Спортивно-туристический мотоцикл,Иркутск,645000,1000,58293,бензин,4-тактный
Honda NC 700X,2012,Турэндуро,Иркутск,485000,700,19005,бензин,4-тактный
Triumph Bonneville T100,2008,Классический мотоцикл,Иркутск,570000,865,9118,бензин,4-тактный
BMW R 1150 RS,2003,Спортивно-туристический мотоцикл,Иркутск,420000,1150,20375,бензин,4-тактный
Yamaha FZ1-S,2010,Спортивно-туристический мотоцикл,Иркутск,540000,1000,30055,бензин,4-тактный
Honda CBR 400R,2016,Спортивный мотоцикл,Иркутск,480000,400,30811,бензин,4-тактный
BMW F 750 GS,2021,Турэндуро,Иркутск,865000,853,32864,бензин,4-тактный
Suzuki SV 650,2016,Классический мотоцикл,Иркутск,530000,650,29282,бензин,4-тактный
BMW R 1200 RT,2017,Туристический мотоцикл,Иркутск,1460000,1200,36026,бензин,4-тактный
Suzuki SFV 650 Gladius,2010,Стритфайтер,Владивосток,370000,400,33820,бензин,4-тактный
Kayo Basic TT125,2023,Питбайк,Ужур,75000,125,500,бензин,4-тактный
Racer Enduro 300 RC300-GY8A,2020,Эндуро,Туринск,110000,300,7000,бензин,4-тактный
Honda X4,2000,Круизер,Ревда,370000,1300,50000,бензин,4-тактный
Honda CBR 600RR,2007,Спортивный мотоцикл,Новосибирск,660000,600,17400,бензин,4-тактный
Kawasaki ZZR 1100 Ninja,2000,Спортивно-туристический мотоцикл,Арамиль,330000,1100,70000,бензин,4-тактный
FXmoto X1,2023,Кроссовый мотоцикл,Сосновоборск,160000,250,80,бензин,4-тактный
Kawasaki KL 250 G Super Sherpa,2006,Эндуро,Уссурийск,250000,249,40000,бензин,4-тактный
Yamaha MT-07A,2025,Стритфайтер,Япония → Красноярск,770000,689,8185,бензин,4-тактный
Regulmoto Crosstrec 300,2024,Эндуро,Санкт-Петербург,230000,300,1450,бензин,4-тактный
Sharmax PowerMax 190,2024,Питбайк,Первоуральск,80000,140,1500,бензин,4-тактный
Ducati Monster 821,2015,Стритфайтер,Владивосток,499000,821,33659,бензин,4-тактный
SPR Hard 250,2025,Эндуро,Бердск,140000,250,100,бензин,4-тактный
Honda CB 1300,2001,Классический мотоцикл,Новосибирск,540000,1300,15000,бензин,4-тактный
